KODS,TIPS_CD,STATUSS,APSTIPR,APST_PAK,VKUR_CD,VKUR_TIPS,NOSAUKUMS,SORT_NOS,ATRIB,PNOD_CD,DAT_SAK,DAT_MOD,DAT_BEIG,FOR_BUILD,PLAN_ADR,STD,KOORD_X,KOORD_Y,DD_N,DD_E
101733388,108,EKS,Y,254.0,100326325,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 6, Jūrmala, LV-2008",312795.92,481666.343,56.958402,23.698537
101733396,108,EKS,Y,254.0,100326325,107,8,0008,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 8, Jūrmala, LV-2008",312667.242,481660.316,56.957246,23.698447
101733402,108,EKS,Y,254.0,100326325,107,9,0009,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 9, Jūrmala, LV-2008",312703.599,481725.305,56.957575,23.699513
101733410,108,EKS,Y,254.0,100326333,107,1,0001,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Promenādes iela 1, Jūrmala, LV-2015",313812.444,489447.848,56.967777,23.826446
101733427,108,EKS,Y,254.0,100326333,107,12,0012,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Promenādes iela 12, Jūrmala, LV-2015",313470.423,489446.675,56.964705,23.826441
101733443,108,EKS,Y,254.0,100326333,107,14,0014,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Promenādes iela 14, Jūrmala, LV-2015",313445.959,489457.946,56.964485,23.826627
101733468,108,EKS,Y,252.0,100326333,107,15,0015,LV-2015,100034794.0,2001.01.25,2015.05.05,,N,N,"Promenādes iela 15, Jūrmala, LV-2015",313502.996,489479.384,56.964998,23.826977
101733476,108,EKS,Y,254.0,100326333,107,16,0016,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Promenādes iela 16, Jūrmala, LV-2015",313437.849,489471.464,56.964413,23.82685
101733492,108,EKS,Y,252.0,100326333,107,3 k-2,0003 k-0002,LV-2015,100034794.0,2001.01.25,2012.06.28,,N,N,"Promenādes iela 3 k-2, Jūrmala, LV-2015",313733.871,489469.308,56.967072,23.826802
101733507,108,EKS,Y,254.0,100326333,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Promenādes iela 6, Jūrmala, LV-2015",313618.764,489414.991,56.966037,23.825914
101733515,108,EKS,Y,252.0,100326333,107,7,0007,LV-2015,100034794.0,2001.01.25,2015.04.30,,N,N,"Promenādes iela 7, Jūrmala, LV-2015",313649.871,489452.394,56.966317,23.826527
101733523,108,EKS,Y,254.0,100326341,107,4,0004,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pūces iela 4, Jūrmala, LV-2008",312051.822,479956.98,56.951647,23.670489
101733531,108,EKS,Y,254.0,100326341,107,7,0007,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pūces iela 7, Jūrmala, LV-2008",312095.788,479879.618,56.952039,23.669213
101733556,108,EKS,Y,254.0,100326358,107,7,0007,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Puškina iela 7, Jūrmala, LV-2012",311558.504,468919.364,56.946606,23.489095
101733564,108,EKS,Y,254.0,100326366,107,1,0001,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 1, Jūrmala, LV-2008",313485.495,482999.771,56.964648,23.720416
101733572,108,EKS,Y,254.0,100326366,107,12,0012,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 12, Jūrmala, LV-2008",313290.558,482955.846,56.962895,23.719706
101733580,108,EKS,Y,254.0,100326366,107,13,0013,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 13, Jūrmala, LV-2008",313206.996,482986.36,56.962146,23.720214
101733597,108,EKS,Y,252.0,100326366,107,16,0016,LV-2008,100035056.0,2001.01.25,2020.09.23,,N,N,"Puķu iela 16, Jūrmala, LV-2008",313232.683,482960.529,56.962376,23.719787
101733603,108,EKS,Y,252.0,100326366,107,17,0017,LV-2008,100035056.0,2001.01.25,2007.11.28,,N,N,"Puķu iela 17, Jūrmala, LV-2008",313127.389,483004.191,56.961431,23.720512
101733611,108,EKS,Y,252.0,100326366,107,19,0019,LV-2008,100035056.0,2001.01.25,2003.08.04,,N,N,"Puķu iela 19, Jūrmala, LV-2008",313079.005,483002.523,56.960997,23.720488
101733628,108,EKS,Y,252.0,100326366,107,23,0023,LV-2008,100035056.0,2001.01.25,2011.05.19,,N,N,"Puķu iela 23, Jūrmala, LV-2008",313040.565,483014.128,56.960652,23.720682
101733636,108,EKS,Y,252.0,100326366,107,25,0025,LV-2008,100035056.0,2001.01.25,2012.03.08,,N,N,"Puķu iela 25, Jūrmala, LV-2008",313004.508,483017.931,56.960328,23.720747
101733644,108,EKS,Y,252.0,100326366,107,25 k-1,0025 k-0001,LV-2008,100035056.0,2001.01.25,2012.03.08,,N,N,"Puķu iela 25 k-1, Jūrmala, LV-2008",312985.834,483013.435,56.96016,23.720674
101733652,108,EKS,Y,252.0,100326366,107,26,0026,LV-2008,100035056.0,2001.01.25,2012.03.07,,N,N,"Puķu iela 26, Jūrmala, LV-2008",313072.507,482968.082,56.960937,23.719922
101733660,108,EKS,Y,254.0,100326366,107,27,0027,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 27, Jūrmala, LV-2008",312959.176,483023.823,56.959921,23.720847
101733677,108,EKS,Y,254.0,100326366,107,29,0029,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 29, Jūrmala, LV-2008",312923.665,483034.397,56.959602,23.721023
101733685,108,EKS,Y,254.0,100326366,107,30,0030,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 30, Jūrmala, LV-2008",313009.646,482969.139,56.960372,23.719944
101733708,108,EKS,Y,254.0,100326366,107,32,0032,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 32, Jūrmala, LV-2008",312953.131,482987.568,56.959865,23.720251
101733716,108,EKS,Y,254.0,100326366,107,34,0034,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 34, Jūrmala, LV-2008",312913.843,482996.481,56.959513,23.7204
101733724,108,EKS,Y,254.0,100326366,107,34A,0034A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 34A, Jūrmala, LV-2008",312916.261,482975.937,56.959534,23.720062
101733732,108,EKS,Y,252.0,100326366,107,35,0035,LV-2008,100035056.0,2001.01.25,2014.08.18,,N,N,"Puķu iela 35, Jūrmala, LV-2008",312733.349,483050.297,56.957893,23.721297
101733740,108,EKS,Y,254.0,100326366,107,37,0037,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 37, Jūrmala, LV-2008",312688.386,483060.382,56.95749,23.721466
101733757,108,EKS,Y,254.0,100326366,107,41,0041,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 41, Jūrmala, LV-2008",312634.138,483065.367,56.957002,23.721551
101733765,108,EKS,Y,252.0,100326366,107,42,0042,LV-2008,100035056.0,2001.01.25,2012.04.25,,N,N,"Puķu iela 42, Jūrmala, LV-2008",312651.213,483026.695,56.957154,23.720914
101733773,108,EKS,Y,254.0,100326366,107,46,0046,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 46, Jūrmala, LV-2008",312612.378,483026.997,56.956806,23.720922
101733781,108,EKS,Y,254.0,100326366,107,47,0047,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 47, Jūrmala, LV-2008",312515.365,483098.451,56.955937,23.722103
101733798,108,EKS,Y,252.0,100326366,107,49,0049,LV-2008,100035056.0,2001.01.25,2011.10.05,,N,N,"Puķu iela 49, Jūrmala, LV-2008",312483.179,483099.055,56.955647,23.722115
101733804,108,EKS,Y,254.0,100326366,107,50,0050,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 50, Jūrmala, LV-2008",312506.286,483044.166,56.955853,23.721211
101733812,108,EKS,Y,254.0,100326366,107,52,0052,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 52, Jūrmala, LV-2008",312478.343,483052.679,56.955602,23.721353
101733820,108,EKS,Y,253.0,100326366,107,53,0053,LV-2008,100035056.0,2001.01.25,2013.12.11,,N,N,"Puķu iela 53, Jūrmala, LV-2008",312452.847,483098.439,56.955375,23.722107
101733837,108,EKS,Y,252.0,100326366,107,54,0054,LV-2008,100035056.0,2001.01.25,2011.10.11,,N,N,"Puķu iela 54, Jūrmala, LV-2008",312463.686,483051.471,56.955471,23.721334
101733845,108,EKS,Y,254.0,100326366,107,55,0055,LV-2008,100035056.0,2001.01.25,2015.06.10,,N,N,"Puķu iela 55, Jūrmala, LV-2008",312354.667,483105.01,56.954493,23.722222
101733853,108,EKS,Y,254.0,100326366,107,56,0056,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 56, Jūrmala, LV-2008",312458.548,483016.425,56.955423,23.720759
101733861,108,EKS,Y,254.0,100326366,107,58,0058,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 58, Jūrmala, LV-2008",312436.486,483053.888,56.955226,23.721376
101733878,108,EKS,Y,252.0,100324241,107,21,0021,LV-2008,100035056.0,2001.01.25,2022.03.29,,N,N,"Ģertrūdes prospekts 21, Jūrmala, LV-2008",312345.65,483064.969,56.954411,23.721564
101733886,108,EKS,Y,254.0,100326366,107,62,0062,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 62, Jūrmala, LV-2008",312269.055,483086.972,56.953723,23.721931
101733894,108,EKS,Y,254.0,100326366,107,63,0063,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 63, Jūrmala, LV-2008",312253.188,483123.831,56.953582,23.722538
101733900,108,EKS,Y,254.0,100326366,107,64,0064,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 64, Jūrmala, LV-2008",312241.057,483075.119,56.953472,23.721738
101733917,108,EKS,Y,254.0,100326366,107,65,0065,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 65, Jūrmala, LV-2008",312232.184,483125.643,56.953394,23.722569
101733925,108,EKS,Y,254.0,100326366,107,66,0066,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 66, Jūrmala, LV-2008",312228.708,483092.863,56.953361,23.722031
101733933,108,EKS,Y,254.0,100326366,107,67,0067,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 67, Jūrmala, LV-2008",312211.482,483127.456,56.953208,23.722601
101733958,108,EKS,Y,252.0,100326366,107,7 k-2,0007 k-0002,LV-2008,100035056.0,2001.01.25,2012.03.30,,N,N,"Puķu iela 7 k-2, Jūrmala, LV-2008",313302.525,483003.259,56.963005,23.720485
101733966,108,EKS,Y,252.0,100326366,107,7 k-3,0007 k-0003,LV-2008,100035056.0,2001.01.25,2012.03.30,,N,N,"Puķu iela 7 k-3, Jūrmala, LV-2008",313339.509,483007.035,56.963337,23.720545
101733974,108,EKS,Y,252.0,100326366,107,7 k-5,0007 k-0005,LV-2008,100035056.0,2001.01.25,2012.03.30,,N,N,"Puķu iela 7 k-5, Jūrmala, LV-2008",313316.527,483067.772,56.963133,23.721545
101733982,108,EKS,Y,252.0,100326366,107,7 k-6,0007 k-0006,LV-2008,100035056.0,2001.01.25,2012.03.30,,N,N,"Puķu iela 7 k-6, Jūrmala, LV-2008",313295.344,483042.256,56.962941,23.721127
101733990,108,EKS,Y,252.0,100326366,107,7 k-7,0007 k-0007,LV-2008,100035056.0,2001.01.25,2011.07.13,,N,N,"Puķu iela 7 k-7, Jūrmala, LV-2008",313280.831,483072.857,56.962812,23.721631
101734002,108,EKS,Y,254.0,100326366,107,76,0076,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 76, Jūrmala, LV-2008",312101.472,483109.934,56.952219,23.72232
101734010,108,EKS,Y,254.0,100326366,107,79,0079,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 79, Jūrmala, LV-2008",311967.588,483172.17,56.951018,23.723352
101734027,108,EKS,Y,254.0,100326366,107,81,0081,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 81, Jūrmala, LV-2008",311946.432,483175.796,56.950828,23.723413
101734035,108,EKS,Y,254.0,100326366,107,82,0082,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 82, Jūrmala, LV-2008",311972.121,483099.964,56.951056,23.722165
101734043,108,EKS,Y,254.0,100326366,107,83,0083,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 83, Jūrmala, LV-2008",311928.299,483179.119,56.950666,23.723469
101734051,108,EKS,Y,254.0,100326366,107,84,0084,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Puķu iela 84, Jūrmala, LV-2008",311918.024,483126.55,56.950571,23.722605
101734068,108,EKS,Y,252.0,100326366,107,86,0086,LV-2008,100035056.0,2001.01.25,2023.07.06,,N,N,"Puķu iela 86, Jūrmala, LV-2008",311873.212,483127.762,56.950169,23.722628
101734076,108,EKS,Y,254.0,100326374,107,10,0010,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 10, Jūrmala, LV-2015",312987.762,485204.96,56.960253,23.756711
101734084,108,EKS,Y,252.0,100326374,107,12,0012,LV-2015,100034794.0,2001.01.25,2017.11.02,,N,N,"Pulkveža Brieža iela 12, Jūrmala, LV-2015",312977.996,485128.004,56.960162,23.755446
101734092,108,EKS,Y,253.0,100326374,107,12A,0012A,LV-2015,100034794.0,2001.01.25,2009.07.01,,N,N,"Pulkveža Brieža iela 12A, Jūrmala, LV-2015",312969.119,485163.254,56.960084,23.756026
101734107,108,EKS,Y,253.0,100326374,107,12B,0012B,LV-2015,100034794.0,2001.01.25,2009.07.01,,N,N,"Pulkveža Brieža iela 12B, Jūrmala, LV-2015",312988.107,485143.608,56.960254,23.755702
101734115,108,EKS,Y,254.0,100326374,107,20,0020,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 20, Jūrmala, LV-2008",312976.046,484913.079,56.960138,23.751912
101734123,108,EKS,Y,252.0,100326374,107,22,0022,LV-2008,100035056.0,2001.01.25,2012.03.28,,N,N,"Pulkveža Brieža iela 22, Jūrmala, LV-2008",312960.246,484860.918,56.959994,23.751055
101734148,108,EKS,Y,254.0,100326374,107,32,0032,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 32, Jūrmala, LV-2008",312930.804,484572.716,56.95972,23.746318
101734156,108,EKS,Y,254.0,100326374,107,36,0036,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 36, Jūrmala, LV-2008",312909.111,484467.801,56.959522,23.744594
101734164,108,EKS,Y,254.0,100326374,107,38,0038,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 38, Jūrmala, LV-2008",312899.557,484419.129,56.959434,23.743794
101734172,108,EKS,Y,252.0,100326374,107,42,0042,LV-2008,100035056.0,2001.01.25,2012.03.28,,N,N,"Pulkveža Brieža iela 42, Jūrmala, LV-2008",312905.662,484271.778,56.959484,23.741371
101734180,108,EKS,Y,254.0,100326374,107,44,0044,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 44, Jūrmala, LV-2008",312919.087,484243.514,56.959604,23.740905
101734197,108,EKS,Y,254.0,100326374,107,44A,0044A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 44A, Jūrmala, LV-2008",312916.971,484217.808,56.959584,23.740483
101734203,108,EKS,Y,252.0,100326374,107,46,0046,LV-2008,100035056.0,2001.01.25,2012.04.13,,N,N,"Pulkveža Brieža iela 46, Jūrmala, LV-2008",312918.273,484199.911,56.959595,23.740188
101734211,108,EKS,Y,254.0,100326374,107,48,0048,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 48, Jūrmala, LV-2008",312907.044,484116.12,56.959491,23.738811
101734228,108,EKS,Y,254.0,100326374,107,52,0052,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 52, Jūrmala, LV-2008",312893.21,484002.557,56.959363,23.736945
101734236,108,EKS,Y,254.0,100326374,107,54,0054,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 54, Jūrmala, LV-2008",312870.262,483942.359,56.959155,23.735956
101734244,108,EKS,Y,254.0,100326374,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 6, Jūrmala, LV-2015",313005.336,485306.159,56.960414,23.758374
101734252,108,EKS,Y,254.0,100326374,107,8,0008,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pulkveža Brieža iela 8, Jūrmala, LV-2015",312968.23,485275.084,56.960079,23.757865
101734260,108,EKS,Y,252.0,100326382,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.05.14,,N,N,"Pumpuru iela 3, Jūrmala, LV-2008",313124.398,481819.875,56.961359,23.701037
101734277,108,EKS,Y,254.0,100326382,107,5,0005,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pumpuru iela 5, Jūrmala, LV-2008",313085.709,481757.31,56.961009,23.700011
101734285,108,EKS,Y,254.0,100326405,107,1,0001,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pureņu iela 1, Jūrmala, LV-2008",312880.618,483445.998,56.95923,23.727794
101734293,108,EKS,Y,254.0,100326405,107,2,0002,LV-2008,100035056.0,2001.01.25,2008.08.21,,N,N,"Pureņu iela 2, Jūrmala, LV-2008",312845.406,483404.138,56.958913,23.727108
101734308,108,EKS,Y,254.0,100326405,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pureņu iela 3, Jūrmala, LV-2008",312879.772,483428.134,56.959222,23.7275
101734316,108,EKS,Y,254.0,100326405,107,4,0004,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pureņu iela 4, Jūrmala, LV-2008",312853.125,483393.462,56.958982,23.726932
101734324,108,EKS,Y,254.0,100326405,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pureņu iela 6, Jūrmala, LV-2008",312854.711,483371.369,56.958995,23.726568
101734332,108,EKS,Y,254.0,100326413,107,1,0001,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 1, Jūrmala, LV-2012",311265.554,468579.766,56.943951,23.48355
101734340,108,EKS,Y,254.0,100326413,107,13,0013,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 13, Jūrmala, LV-2012",311200.266,468478.5,56.943358,23.481893
101734357,108,EKS,Y,252.0,100326413,107,14,0014,LV-2012,100033952.0,2001.01.25,2014.12.09,,N,N,"Pūres iela 14, Jūrmala, LV-2012",311177.17,468496.032,56.943152,23.482184
101734365,108,EKS,Y,254.0,100326413,107,17,0017,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 17, Jūrmala, LV-2012",311181.652,468445.598,56.943188,23.481355
101734373,108,EKS,Y,254.0,100326413,107,18,0018,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 18, Jūrmala, LV-2012",311158.181,468464.746,56.942979,23.481673
101734381,108,EKS,Y,254.0,100326413,107,2,0002,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 2, Jūrmala, LV-2012",311242.623,468595.003,56.943746,23.483803
101734398,108,EKS,Y,254.0,100326413,107,21,0021,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 21, Jūrmala, LV-2012",311160.609,468411.213,56.942997,23.480792
101734404,108,EKS,Y,254.0,100326413,107,25,0025,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 25, Jūrmala, LV-2012",311135.924,468381.143,56.942773,23.480301
101734412,108,EKS,Y,254.0,100326413,107,30,0030,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 30, Jūrmala, LV-2012",311097.346,468373.861,56.942426,23.480186
101734420,108,EKS,Y,254.0,100326413,107,31,0031,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 31, Jūrmala, LV-2012",311102.607,468328.958,56.94247,23.479448
101734437,108,EKS,Y,254.0,100326413,107,5,0005,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 5, Jūrmala, LV-2012",311244.511,468544.707,56.94376,23.482976
101734445,108,EKS,Y,254.0,100326413,107,6,0006,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 6, Jūrmala, LV-2012",311220.231,468560.888,56.943543,23.483245
101734453,108,EKS,Y,254.0,100326413,107,9,0009,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Pūres iela 9, Jūrmala, LV-2012",311222.794,468511.805,56.943563,23.482438
101734461,108,EKS,Y,254.0,100326421,107,4,0004,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Purvu iela 4, Jūrmala, LV-2015",313583.728,489713.671,56.965729,23.830827
101734478,108,EKS,Y,254.0,100326421,107,4A,0004A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Purvu iela 4A, Jūrmala, LV-2015",313571.801,489708.353,56.965621,23.83074
101734486,108,EKS,Y,254.0,100326438,107,1,0001,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putnu iela 1, Jūrmala, LV-2016",312912.791,476358.218,56.959212,23.611245
101734494,108,EKS,Y,254.0,100326438,107,10,0010,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putnu iela 10, Jūrmala, LV-2016",312859.492,476314.683,56.958731,23.610534
101734517,108,EKS,Y,252.0,100327296,107,48,0048,LV-2016,100033462.0,2001.01.25,2021.01.25,,N,N,"Tallinas iela 48, Jūrmala, LV-2016",312873.304,476455.198,56.958862,23.612844
101734525,108,EKS,Y,254.0,100326438,107,3,0003,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putnu iela 3, Jūrmala, LV-2016",312906.231,476333.579,56.959151,23.610841
101734533,108,EKS,Y,252.0,100326438,107,5,0005,LV-2016,100033462.0,2001.01.25,2007.08.23,,Y,N,"Putnu iela 5, Jūrmala, LV-2016",312896.364,476294.053,56.959061,23.610192
101734541,108,EKS,Y,254.0,100326438,107,8,0008,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putnu iela 8, Jūrmala, LV-2016",312872.004,476374.624,56.958846,23.611519
101734558,108,EKS,Y,254.0,100326446,107,3,0003,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putu iela 3, Jūrmala, LV-2016",313297.975,476585.068,56.962683,23.61494
101734566,108,EKS,Y,254.0,100326446,107,4,0004,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putu iela 4, Jūrmala, LV-2016",313305.523,476617.917,56.962753,23.615479
101734574,108,EKS,Y,254.0,100326446,107,5,0005,LV-2016,100033462.0,2001.01.25,2003.01.10,,N,N,"Putu iela 5, Jūrmala, LV-2016",313334.979,476601.197,56.963017,23.615202
101734582,108,EKS,Y,254.0,100326462,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Raiņa iela 1, Jūrmala, LV-2011",311015.762,476838.132,56.942194,23.61931
101734590,108,EKS,Y,254.0,100326462,107,100,0100,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 100, Jūrmala, LV-2016",312802.273,476263.718,56.958214,23.609702
101734605,108,EKS,Y,252.0,100325598,107,3,0003,LV-2016,100033462.0,2001.01.25,2021.01.25,,N,N,"Mazpulku iela 3, Jūrmala, LV-2016",312820.187,476333.708,56.958378,23.610851
101734613,108,EKS,Y,254.0,100326462,107,104,0104,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 104, Jūrmala, LV-2016",312818.591,476260.683,56.95836,23.60965
101734621,108,EKS,Y,252.0,100326462,107,106,0106,LV-2016,100033462.0,2001.01.25,2007.08.23,,N,N,"Raiņa iela 106, Jūrmala, LV-2016",312888.742,476238.096,56.958989,23.609272
101734638,108,EKS,Y,254.0,100326462,107,110,0110,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 110, Jūrmala, LV-2016",312996.824,476285.655,56.959963,23.610044
101734646,108,EKS,Y,254.0,100326462,107,112,0112,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 112, Jūrmala, LV-2016",313022.077,476244.809,56.960187,23.60937
101734654,108,EKS,Y,254.0,100326462,107,112B,0112B,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 112B, Jūrmala, LV-2016",312980.169,476336.308,56.959816,23.610879
101734662,108,EKS,Y,252.0,100326462,107,114,0114,LV-2016,100033462.0,2001.01.25,2024.11.27,,N,N,"Raiņa iela 114, Jūrmala, LV-2016",313106.404,476323.907,56.960949,23.610663
101734687,108,EKS,Y,252.0,100326462,107,116,0116,LV-2016,100033462.0,2001.01.25,2014.10.24,,N,N,"Raiņa iela 116, Jūrmala, LV-2016",313127.297,476335.61,56.961137,23.610853
101734701,108,EKS,Y,254.0,100326462,107,118,0118,LV-2016,100033462.0,2001.01.25,2003.11.20,,N,N,"Raiņa iela 118, Jūrmala, LV-2016",313172.191,476423.958,56.961545,23.612302
101734726,108,EKS,Y,254.0,100326462,107,12,0012,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Raiņa iela 12, Jūrmala, LV-2011",311250.681,476781.097,56.944302,23.618351
101734767,108,EKS,Y,252.0,100324756,107,3,0003,LV-2011,100037734.0,2001.01.25,2020.04.22,,N,N,"Kārsas iela 3, Jūrmala, LV-2011",311192.237,476721.828,56.943774,23.617383
101734791,108,EKS,Y,252.0,100324756,107,5,0005,LV-2011,100037734.0,2001.01.25,2020.04.22,,N,N,"Kārsas iela 5, Jūrmala, LV-2011",311171.817,476710.847,56.94359,23.617204
